6,1
28,1
220,2
284,2
496,1
1184,2
1210,2
2620,2
2924,2
5020,2
5564,2
6232,2
6368,2
8128,1
10744,2
10856,2
12285,2
12496,5
14264,5
14288,5
14536,5
14595,2
15472,5
17296,2
18416,2
63020,2
66928,2
66992,2
67095,2
69615,2
